date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Otherunder Preferred Stock Dividend,Minority Interests,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,stock_id,fiscal_date,Average Dilution Earnings,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Total Other Finance Cost,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Gain On Sale Of Business,Other Special Charges,Impairment Of Capital Assets,Insurance And Claims,Salaries And Wages,Provision For Doubtful Accounts,Depletion Income Statement,Depreciation Income Statement,Preferred Stock Dividends,Gain On Sale Of Ppe,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
,0.0,0.0,-17651000.0,42619000.0,1829000.0,1030000.0,44448000.0,42619000.0,-19480000.0,42619000.0,23104000.0,-21632000.0,301595000.0,284698000.0,0.13,0.15,42619000.0,42619000.0,42619000.0,42619000.0,42619000.0,0.0,42619000.0,62099000.0,,-21632000.0,22074000.0,15455000.0,6619000.0,442000.0,1030000.0,1472000.0,1472000.0,62099000.0,62099000.0,2152000.0,0.0,2152000.0,,,,8837000.0,-8837000.0,2152000.0,0.0,2152000.0,,53262000.0,,,,RGTI,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-14946000.0,-39654000.0,1894000.0,1235000.0,-37760000.0,-39654000.0,-16840000.0,-39654000.0,21683000.0,-19882000.0,298254000.0,298254000.0,-0.13,-0.13,-39654000.0,-39654000.0,-39654000.0,-39654000.0,-39654000.0,0.0,-39654000.0,-22814000.0,,-19882000.0,20448000.0,13522000.0,6926000.0,566000.0,1235000.0,1801000.0,1801000.0,-22814000.0,-22814000.0,3042000.0,0.0,3042000.0,,,,-2257000.0,2257000.0,3042000.0,0.0,3042000.0,,-20557000.0,,,,RGTI,2025-06-30 00:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-13320000.0,-12421000.0,1547000.0,1096000.0,-9905000.0,-11452000.0,-15836000.0,-12421000.0,19171000.0,-16085000.0,171903000.0,171903000.0,-0.07,-0.07,-12421000.0,-12421000.0,-12421000.0,-12421000.0,-12421000.0,0.0,-12421000.0,3415000.0,,-16085000.0,18075000.0,11870000.0,6205000.0,1990000.0,1096000.0,3086000.0,3086000.0,3415000.0,3415000.0,249000.0,969000.0,1218000.0,,,,1315000.0,-1315000.0,249000.0,969000.0,1218000.0,,2100000.0,,,,RGTI,2024-06-30 00:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-14299000.0,-14833000.0,1821000.0,1174000.0,-12279000.0,-14100000.0,-16853000.0,-14833000.0,19724000.0,-17346000.0,188389000.0,188389000.0,-0.08,-0.08,-14833000.0,-14833000.0,-14833000.0,-14833000.0,-14833000.0,0.0,-14833000.0,2020000.0,,-17346000.0,18550000.0,12752000.0,5798000.0,1204000.0,1174000.0,2378000.0,2378000.0,2020000.0,2020000.0,493000.0,733000.0,1226000.0,,,,820000.0,-820000.0,493000.0,733000.0,1226000.0,,1200000.0,,,,RGTI,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-15197000.0,-152961000.0,1751000.0,1271000.0,-150764000.0,-152515000.0,-17394000.0,-152961000.0,20768000.0,-18494000.0,226364000.0,226364000.0,-0.68,-0.68,-152961000.0,-152961000.0,-152961000.0,-152961000.0,-152961000.0,0.0,-152961000.0,-135567000.0,,-18494000.0,19497000.0,13657000.0,5840000.0,1003000.0,1271000.0,2274000.0,2274000.0,-135567000.0,-135567000.0,1100000.0,446000.0,1546000.0,,,,-44682000.0,44256000.0,1100000.0,446000.0,1546000.0,,-90885000.0,,,,RGTI,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-17651000.0,42619000.0,1829000.0,1030000.0,44448000.0,42619000.0,-19480000.0,42619000.0,23104000.0,-21632000.0,301595000.0,284698000.0,0.13,0.15,42619000.0,42619000.0,42619000.0,42619000.0,42619000.0,0.0,42619000.0,62099000.0,,-21632000.0,22074000.0,15455000.0,6619000.0,442000.0,1030000.0,1472000.0,1472000.0,62099000.0,62099000.0,2152000.0,0.0,2152000.0,,,,8837000.0,-8837000.0,2152000.0,0.0,2152000.0,,53262000.0,,,,RGTI,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-14946000.0,-39654000.0,1894000.0,1235000.0,-37760000.0,-39654000.0,-16840000.0,-39654000.0,21683000.0,-19882000.0,298254000.0,298254000.0,-0.13,-0.13,-39654000.0,-39654000.0,-39654000.0,-39654000.0,-39654000.0,0.0,-39654000.0,-22814000.0,,-19882000.0,20448000.0,13522000.0,6926000.0,566000.0,1235000.0,1801000.0,1801000.0,-22814000.0,-22814000.0,3042000.0,0.0,3042000.0,,,,-2257000.0,2257000.0,3042000.0,0.0,3042000.0,,-20557000.0,,,,RGTI,2025-06-30 00:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,SBUX,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,
,0.0,0.248238,1953000000.0,1054800000.0,407400000.0,6543000000.0,1953000000.0,1545600000.0,1054800000.0,1054800000.0,7670300000.0,1517500000.0,1135800000.0,1132800000.0,0.93,0.93,1054800000.0,1054800000.0,1054800000.0,1055700000.0,1055700000.0,348600000.0,1404300000.0,73900000.0,,1443600000.0,1100300000.0,,576000000.0,2543900000.0,6570000000.0,9113900000.0,8645000000.0,0.0,0.0,-113200000.0,141300000.0,28100000.0,764300000.0,,-900000.0,0.0,0.0,-113200000.0,141300000.0,28100000.0,,,,576000000.0,576000000.0,SBUX,2024-06-30 00:00:00,,73900000.0,,143900000.0,,,380400000.0,380400000.0,,,,,,,,,,,,0.0,,,,
,0.0,0.237999,1735100000.0,909200000.0,401400000.0,6685800000.0,1735100000.0,1333700000.0,909200000.0,909200000.0,7870400000.0,1306900000.0,1137300000.0,1133500000.0,0.8,0.802206,909200000.0,909200000.0,909200000.0,909600000.0,909600000.0,284100000.0,1193700000.0,103400000.0,,1203500000.0,1178200000.0,,644700000.0,2381700000.0,6692200000.0,9073900000.0,8571500000.0,0.0,0.0,-113200000.0,140000000.0,26800000.0,799300000.0,,-400000.0,0.0,0.0,-113200000.0,140000000.0,26800000.0,,,,644700000.0,644700000.0,SBUX,2024-09-30 00:00:00,,103400000.0,,138500000.0,,,395000000.0,395000000.0,,,,,,,,,,,,0.0,,,,
,0.0,0.236,1581700000.0,780800000.0,432200000.0,7072100000.0,1581700000.0,1149500000.0,780800000.0,780800000.0,8322600000.0,1121700000.0,1138400000.0,1135800000.0,0.687445,0.687445,780800000.0,780800000.0,780800000.0,780900000.0,780900000.0,241400000.0,1022300000.0,46500000.0,,1075200000.0,1225900000.0,,665800000.0,2301100000.0,7096700000.0,9397800000.0,8921000000.0,,,-99400000.0,127200000.0,27800000.0,802100000.0,,-100000.0,,,-99400000.0,127200000.0,27800000.0,,,,665800000.0,665800000.0,SBUX,2024-12-31 00:00:00,,46500000.0,,152500000.0,,,407600000.0,407600000.0,,,,,,,,,,,,,,,,
,-27307000.0,0.235,1180900000.0,384200000.0,435300000.0,6897200000.0,1064700000.0,629400000.0,473093000.0,384200000.0,8103500000.0,601000000.0,1140000000.0,1136200000.0,0.338145,0.338145,384200000.0,384200000.0,384200000.0,384100000.0,384100000.0,118000000.0,502100000.0,-57100000.0,,658100000.0,1189900000.0,,632300000.0,1848000000.0,6913600000.0,8761600000.0,8301000000.0,-116200000.0,-116200000.0,-98900000.0,127300000.0,28400000.0,807200000.0,,100000.0,-116200000.0,116200000.0,-98900000.0,127300000.0,28400000.0,,,,632300000.0,632300000.0,SBUX,2025-03-31 00:00:00,,59100000.0,,138700000.0,,,418900000.0,418900000.0,,,,,,,,,,,,,,,,
,-6614140.920747,0.317988,1430000000.0,558300000.0,448000000.0,7279900000.0,1409200000.0,961200000.0,572485859.079253,558300000.0,8556700000.0,935600000.0,1139800000.0,1136500000.0,0.49,0.491245,558300000.0,558300000.0,558300000.0,558500000.0,558500000.0,260400000.0,818900000.0,36300000.0,,899300000.0,1256400000.0,,677200000.0,2155700000.0,7300300000.0,9456000000.0,8918100000.0,-20800000.0,-20800000.0,-116700000.0,142300000.0,25600000.0,828600000.0,,-200000.0,-20800000.0,20800000.0,-116700000.0,142300000.0,25600000.0,,,,677200000.0,677200000.0,SBUX,2025-06-30 00:00:00,,57100000.0,,151600000.0,,,427600000.0,427600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,SBUX,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,
,0.0,0.248238,1953000000.0,1054800000.0,407400000.0,6543000000.0,1953000000.0,1545600000.0,1054800000.0,1054800000.0,7670300000.0,1517500000.0,1135800000.0,1132800000.0,0.93,0.93,1054800000.0,1054800000.0,1054800000.0,1055700000.0,1055700000.0,348600000.0,1404300000.0,73900000.0,,1443600000.0,1100300000.0,,576000000.0,2543900000.0,6570000000.0,9113900000.0,8645000000.0,0.0,0.0,-113200000.0,141300000.0,28100000.0,764300000.0,,-900000.0,0.0,0.0,-113200000.0,141300000.0,28100000.0,,,,576000000.0,576000000.0,SBUX,2024-06-30 00:00:00,,73900000.0,,143900000.0,,,380400000.0,380400000.0,,,,,,,,,,,,0.0,,,,
,0.0,0.237999,1735100000.0,909200000.0,401400000.0,6685800000.0,1735100000.0,1333700000.0,909200000.0,909200000.0,7870400000.0,1306900000.0,1137300000.0,1133500000.0,0.8,0.802206,909200000.0,909200000.0,909200000.0,909600000.0,909600000.0,284100000.0,1193700000.0,103400000.0,,1203500000.0,1178200000.0,,644700000.0,2381700000.0,6692200000.0,9073900000.0,8571500000.0,0.0,0.0,-113200000.0,140000000.0,26800000.0,799300000.0,,-400000.0,0.0,0.0,-113200000.0,140000000.0,26800000.0,,,,644700000.0,644700000.0,SBUX,2024-09-30 00:00:00,,103400000.0,,138500000.0,,,395000000.0,395000000.0,,,,,,,,,,,,0.0,,,,
,0.0,0.236,1581700000.0,780800000.0,432200000.0,7072100000.0,1581700000.0,1149500000.0,780800000.0,780800000.0,8322600000.0,1121700000.0,1138400000.0,1135800000.0,0.687445,0.687445,780800000.0,780800000.0,780800000.0,780900000.0,780900000.0,241400000.0,1022300000.0,46500000.0,,1075200000.0,1225900000.0,,665800000.0,2301100000.0,7096700000.0,9397800000.0,8921000000.0,,,-99400000.0,127200000.0,27800000.0,802100000.0,,-100000.0,,,-99400000.0,127200000.0,27800000.0,,,,665800000.0,665800000.0,SBUX,2024-12-31 00:00:00,,46500000.0,,152500000.0,,,407600000.0,407600000.0,,,,,,,,,,,,,,,,
,-27307000.0,0.235,1180900000.0,384200000.0,435300000.0,6897200000.0,1064700000.0,629400000.0,473093000.0,384200000.0,8103500000.0,601000000.0,1140000000.0,1136200000.0,0.338145,0.338145,384200000.0,384200000.0,384200000.0,384100000.0,384100000.0,118000000.0,502100000.0,-57100000.0,,658100000.0,1189900000.0,,632300000.0,1848000000.0,6913600000.0,8761600000.0,8301000000.0,-116200000.0,-116200000.0,-98900000.0,127300000.0,28400000.0,807200000.0,,100000.0,-116200000.0,116200000.0,-98900000.0,127300000.0,28400000.0,,,,632300000.0,632300000.0,SBUX,2025-03-31 00:00:00,,59100000.0,,138700000.0,,,418900000.0,418900000.0,,,,,,,,,,,,,,,,
,-6614140.920747,0.317988,1430000000.0,558300000.0,448000000.0,7279900000.0,1409200000.0,961200000.0,572485859.079253,558300000.0,8556700000.0,935600000.0,1139800000.0,1136500000.0,0.49,0.491245,558300000.0,558300000.0,558300000.0,558500000.0,558500000.0,260400000.0,818900000.0,36300000.0,,899300000.0,1256400000.0,,677200000.0,2155700000.0,7300300000.0,9456000000.0,8918100000.0,-20800000.0,-20800000.0,-116700000.0,142300000.0,25600000.0,828600000.0,,-200000.0,-20800000.0,20800000.0,-116700000.0,142300000.0,25600000.0,,,,677200000.0,677200000.0,SBUX,2025-06-30 00:00:00,,57100000.0,,151600000.0,,,427600000.0,427600000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,79585062.0,79585062.0,-0.21,-0.21,,,,,,,,,,,,,,,,,,-9045000.0,-9045000.0,,,,,,,,,,,,,-9045000.0,,,,SMR,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-4698000.0,-27617000.0,447000.0,850000.0,-41431000.0,-41878000.0,9116000.0,-27617000.0,42845000.0,-41878000.0,89553679.0,89553679.0,-0.31,-0.31,-27617000.0,-27617000.0,-27617000.0,-74438000.0,-74438000.0,0.0,-74438000.0,-34285000.0,2448000.0,-41878000.0,41995000.0,12132000.0,16827000.0,117000.0,850000.0,967000.0,918000.0,-36733000.0,-36733000.0,1725000.0,,1725000.0,,,46821000.0,,,1725000.0,,1725000.0,,-36733000.0,,16827000.0,16827000.0,SMR,2024-06-30 00:00:00,,,,13036000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-33390000.0,-17459000.0,438000.0,295000.0,-40581000.0,-41019000.0,-10268000.0,-17459000.0,41494000.0,-41019000.0,95197500.0,95197500.0,-0.18,-0.18,-17459000.0,-17459000.0,-17459000.0,-45554000.0,-45554000.0,12000.0,-45542000.0,-6531000.0,660000.0,-41019000.0,41199000.0,12160000.0,17021000.0,180000.0,295000.0,475000.0,475000.0,-7191000.0,-7191000.0,2008000.0,,2008000.0,,,28095000.0,,,2008000.0,,2008000.0,,-7191000.0,,17021000.0,17021000.0,SMR,2024-09-30 00:00:00,,,,12018000.0,,,,,,,,,,,,,,,,,,,,
,-35706300.0,0.21,158598000.0,-74975000.0,423000.0,3057000.0,-11432000.0,-11855000.0,59348700.0,-74975000.0,46079000.0,-11855000.0,,,,,-74975000.0,-74975000.0,-74975000.0,-180315000.0,-180315000.0,1923000.0,-178392000.0,-169650000.0,380000.0,-11855000.0,43022000.0,9370000.0,22694000.0,31167000.0,3057000.0,34224000.0,34224000.0,-170030000.0,-170030000.0,3113000.0,,3113000.0,,,105340000.0,,,3113000.0,,3113000.0,,-170030000.0,,22694000.0,22694000.0,SMR,2024-12-31 00:00:00,,,,10958000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-35014000.0,-14005000.0,313000.0,6373000.0,-35014000.0,-35327000.0,-14005000.0,-14005000.0,48702000.0,-35327000.0,127718255.0,127718255.0,-0.11,-0.11,-14005000.0,-14005000.0,-14005000.0,-30395000.0,-30395000.0,342000.0,-30053000.0,63000.0,63000.0,-35327000.0,42329000.0,9131000.0,23264000.0,7002000.0,6373000.0,13375000.0,13375000.0,,,5211000.0,,5211000.0,,,16390000.0,,,5211000.0,,5211000.0,,,,23264000.0,23264000.0,SMR,2025-03-31 00:00:00,,,,9934000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-42777000.0,-17641000.0,305000.0,6273000.0,-42777000.0,-43082000.0,-17641000.0,-17641000.0,51136000.0,-43082000.0,133417743.0,133417743.0,-0.13,-0.13,-17641000.0,-17641000.0,-17641000.0,-37609000.0,-37609000.0,0.0,-37609000.0,21000.0,21000.0,-43082000.0,44863000.0,11802000.0,22523000.0,1781000.0,6273000.0,8054000.0,7986000.0,,,5452000.0,,5452000.0,,,19968000.0,,,5452000.0,,5452000.0,,,,22523000.0,22523000.0,SMR,2025-06-30 00:00:00,,,,10538000.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,79585062.0,79585062.0,-0.21,-0.21,,,,,,,,,,,,,,,,,,-9045000.0,-9045000.0,,,,,,,,,,,,,-9045000.0,,,,SMR,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-4698000.0,-27617000.0,447000.0,850000.0,-41431000.0,-41878000.0,9116000.0,-27617000.0,42845000.0,-41878000.0,89553679.0,89553679.0,-0.31,-0.31,-27617000.0,-27617000.0,-27617000.0,-74438000.0,-74438000.0,0.0,-74438000.0,-34285000.0,2448000.0,-41878000.0,41995000.0,12132000.0,16827000.0,117000.0,850000.0,967000.0,918000.0,-36733000.0,-36733000.0,1725000.0,,1725000.0,,,46821000.0,,,1725000.0,,1725000.0,,-36733000.0,,16827000.0,16827000.0,SMR,2024-06-30 00:00:00,,,,13036000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-33390000.0,-17459000.0,438000.0,295000.0,-40581000.0,-41019000.0,-10268000.0,-17459000.0,41494000.0,-41019000.0,95197500.0,95197500.0,-0.18,-0.18,-17459000.0,-17459000.0,-17459000.0,-45554000.0,-45554000.0,12000.0,-45542000.0,-6531000.0,660000.0,-41019000.0,41199000.0,12160000.0,17021000.0,180000.0,295000.0,475000.0,475000.0,-7191000.0,-7191000.0,2008000.0,,2008000.0,,,28095000.0,,,2008000.0,,2008000.0,,-7191000.0,,17021000.0,17021000.0,SMR,2024-09-30 00:00:00,,,,12018000.0,,,,,,,,,,,,,,,,,,,,
,-35706300.0,0.21,158598000.0,-74975000.0,423000.0,3057000.0,-11432000.0,-11855000.0,59348700.0,-74975000.0,46079000.0,-11855000.0,,,,,-74975000.0,-74975000.0,-74975000.0,-180315000.0,-180315000.0,1923000.0,-178392000.0,-169650000.0,380000.0,-11855000.0,43022000.0,9370000.0,22694000.0,31167000.0,3057000.0,34224000.0,34224000.0,-170030000.0,-170030000.0,3113000.0,,3113000.0,,,105340000.0,,,3113000.0,,3113000.0,,-170030000.0,,22694000.0,22694000.0,SMR,2024-12-31 00:00:00,,,,10958000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-35014000.0,-14005000.0,313000.0,6373000.0,-35014000.0,-35327000.0,-14005000.0,-14005000.0,48702000.0,-35327000.0,127718255.0,127718255.0,-0.11,-0.11,-14005000.0,-14005000.0,-14005000.0,-30395000.0,-30395000.0,342000.0,-30053000.0,63000.0,63000.0,-35327000.0,42329000.0,9131000.0,23264000.0,7002000.0,6373000.0,13375000.0,13375000.0,,,5211000.0,,5211000.0,,,16390000.0,,,5211000.0,,5211000.0,,,,23264000.0,23264000.0,SMR,2025-03-31 00:00:00,,,,9934000.0,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,-42777000.0,-17641000.0,305000.0,6273000.0,-42777000.0,-43082000.0,-17641000.0,-17641000.0,51136000.0,-43082000.0,133417743.0,133417743.0,-0.13,-0.13,-17641000.0,-17641000.0,-17641000.0,-37609000.0,-37609000.0,0.0,-37609000.0,21000.0,21000.0,-43082000.0,44863000.0,11802000.0,22523000.0,1781000.0,6273000.0,8054000.0,7986000.0,,,5452000.0,,5452000.0,,,19968000.0,,,5452000.0,,5452000.0,,,,22523000.0,22523000.0,SMR,2025-06-30 00:00:00,,,,10538000.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42000000.0,,,,,,,,,,,,TSLA,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-130620000.0,0.21,3773000000.0,1400000000.0,1278000000.0,20922000000.0,3151000000.0,1873000000.0,1891380000.0,1400000000.0,23273000000.0,1605000000.0,3481000000.0,3191000000.0,0.42,0.46,1400000000.0,1400000000.0,1400000000.0,1416000000.0,1416000000.0,371000000.0,1787000000.0,-702000000.0,-80000000.0,2227000000.0,2351000000.0,1074000000.0,1277000000.0,4578000000.0,20922000000.0,25500000000.0,25500000000.0,-622000000.0,-622000000.0,262000000.0,86000000.0,348000000.0,245000000.0,,-16000000.0,-622000000.0,622000000.0,262000000.0,86000000.0,348000000.0,,,,,,TSLA,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-12100000.0,0.22,4279000000.0,2167000000.0,1348000000.0,20185000000.0,4224000000.0,2876000000.0,2209900000.0,2167000000.0,22410000000.0,2717000000.0,3497000000.0,3198000000.0,0.62,0.68,2167000000.0,2167000000.0,2167000000.0,2183000000.0,2183000000.0,601000000.0,2784000000.0,-325000000.0,-270000000.0,2772000000.0,2225000000.0,1039000000.0,1186000000.0,4997000000.0,20185000000.0,25182000000.0,25182000000.0,-55000000.0,-55000000.0,337000000.0,92000000.0,429000000.0,247000000.0,0.0,-16000000.0,-55000000.0,55000000.0,337000000.0,92000000.0,429000000.0,,,,,,TSLA,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-1098336.948662,0.156905,4365000000.0,2314000000.0,1496000000.0,21528000000.0,4358000000.0,2862000000.0,2361901663.051338,2314000000.0,24117000000.0,1583000000.0,3517000000.0,3213000000.0,0.66,0.72,2314000000.0,2314000000.0,2314000000.0,2332000000.0,2332000000.0,434000000.0,2766000000.0,830000000.0,837000000.0,1590000000.0,2589000000.0,1276000000.0,1313000000.0,4179000000.0,21528000000.0,25707000000.0,25707000000.0,-7000000.0,-7000000.0,346000000.0,96000000.0,442000000.0,242000000.0,,-18000000.0,-7000000.0,7000000.0,346000000.0,96000000.0,442000000.0,,,,,,TSLA,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-27260000.0,0.29,2221000000.0,409000000.0,1447000000.0,16182000000.0,2127000000.0,680000000.0,475740000.0,409000000.0,18842000000.0,399000000.0,3521000000.0,3218000000.0,0.12,0.13,409000000.0,409000000.0,409000000.0,420000000.0,420000000.0,169000000.0,589000000.0,-213000000.0,-119000000.0,493000000.0,2660000000.0,1409000000.0,1251000000.0,3153000000.0,16182000000.0,19335000000.0,19335000000.0,-94000000.0,-94000000.0,309000000.0,91000000.0,400000000.0,239000000.0,0.0,-11000000.0,-94000000.0,94000000.0,309000000.0,91000000.0,400000000.0,,,,,,TSLA,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.23,3068000000.0,1172000000.0,1433000000.0,18618000000.0,3068000000.0,1635000000.0,1172000000.0,1172000000.0,21573000000.0,923000000.0,3519000000.0,3223000000.0,0.33,0.36,1172000000.0,1172000000.0,1172000000.0,1190000000.0,1190000000.0,359000000.0,1549000000.0,320000000.0,320000000.0,923000000.0,2955000000.0,1589000000.0,1366000000.0,3878000000.0,18618000000.0,22496000000.0,22496000000.0,0.0,0.0,306000000.0,86000000.0,392000000.0,228000000.0,,-18000000.0,0.0,0.0,306000000.0,86000000.0,392000000.0,,,,,,TSLA,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42000000.0,,,,,,,,,,,,TSLA,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42000000.0,,,,,,,,,,,,TSLA,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-130620000.0,0.21,3773000000.0,1400000000.0,1278000000.0,20922000000.0,3151000000.0,1873000000.0,1891380000.0,1400000000.0,23273000000.0,1605000000.0,3481000000.0,3191000000.0,0.42,0.46,1400000000.0,1400000000.0,1400000000.0,1416000000.0,1416000000.0,371000000.0,1787000000.0,-702000000.0,-80000000.0,2227000000.0,2351000000.0,1074000000.0,1277000000.0,4578000000.0,20922000000.0,25500000000.0,25500000000.0,-622000000.0,-622000000.0,262000000.0,86000000.0,348000000.0,245000000.0,,-16000000.0,-622000000.0,622000000.0,262000000.0,86000000.0,348000000.0,,,,,,TSLA,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,
,-130620000.0,0.21,3773000000.0,1400000000.0,1278000000.0,20922000000.0,3151000000.0,1873000000.0,1891380000.0,1400000000.0,23273000000.0,1605000000.0,3481000000.0,3191000000.0,0.42,0.46,1400000000.0,1400000000.0,1400000000.0,1416000000.0,1416000000.0,371000000.0,1787000000.0,-702000000.0,-80000000.0,2227000000.0,2351000000.0,1074000000.0,1277000000.0,4578000000.0,20922000000.0,25500000000.0,25500000000.0,-622000000.0,-622000000.0,262000000.0,86000000.0,348000000.0,245000000.0,,-16000000.0,-622000000.0,622000000.0,262000000.0,86000000.0,348000000.0,,,,,,TSLA,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-12100000.0,0.22,4279000000.0,2167000000.0,1348000000.0,20185000000.0,4224000000.0,2876000000.0,2209900000.0,2167000000.0,22410000000.0,2717000000.0,3497000000.0,3198000000.0,0.62,0.68,2167000000.0,2167000000.0,2167000000.0,2183000000.0,2183000000.0,601000000.0,2784000000.0,-325000000.0,-270000000.0,2772000000.0,2225000000.0,1039000000.0,1186000000.0,4997000000.0,20185000000.0,25182000000.0,25182000000.0,-55000000.0,-55000000.0,337000000.0,92000000.0,429000000.0,247000000.0,0.0,-16000000.0,-55000000.0,55000000.0,337000000.0,92000000.0,429000000.0,,,,,,TSLA,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,
,-12100000.0,0.22,4279000000.0,2167000000.0,1348000000.0,20185000000.0,4224000000.0,2876000000.0,2209900000.0,2167000000.0,22410000000.0,2717000000.0,3497000000.0,3198000000.0,0.62,0.68,2167000000.0,2167000000.0,2167000000.0,2183000000.0,2183000000.0,601000000.0,2784000000.0,-325000000.0,-270000000.0,2772000000.0,2225000000.0,1039000000.0,1186000000.0,4997000000.0,20185000000.0,25182000000.0,25182000000.0,-55000000.0,-55000000.0,337000000.0,92000000.0,429000000.0,247000000.0,0.0,-16000000.0,-55000000.0,55000000.0,337000000.0,92000000.0,429000000.0,,,,,,TSLA,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-1098336.948662,0.156905,4365000000.0,2314000000.0,1496000000.0,21528000000.0,4358000000.0,2862000000.0,2361901663.051338,2314000000.0,24117000000.0,1583000000.0,3517000000.0,3213000000.0,0.66,0.72,2314000000.0,2314000000.0,2314000000.0,2332000000.0,2332000000.0,434000000.0,2766000000.0,830000000.0,837000000.0,1590000000.0,2589000000.0,1276000000.0,1313000000.0,4179000000.0,21528000000.0,25707000000.0,25707000000.0,-7000000.0,-7000000.0,346000000.0,96000000.0,442000000.0,242000000.0,,-18000000.0,-7000000.0,7000000.0,346000000.0,96000000.0,442000000.0,,,,,,TSLA,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,
